id	nb_de	valeur_1	valeur_2	valeur_3	valeur_4	valeur_5	valeur_6
35791	6	5	4	4	5	2	1
35792	6	5	4	4	5	2	2
35793	6	5	4	4	5	2	3
35794	6	5	4	4	5	2	4
35795	6	5	4	4	5	2	5
35796	6	5	4	4	5	2	6
35797	6	5	4	4	5	3	1
35798	6	5	4	4	5	3	2
35799	6	5	4	4	5	3	3
35800	6	5	4	4	5	3	4
35801	6	5	4	4	5	3	5
35802	6	5	4	4	5	3	6
35803	6	5	4	4	5	4	1
35804	6	5	4	4	5	4	2
35805	6	5	4	4	5	4	3
35806	6	5	4	4	5	4	4
35807	6	5	4	4	5	4	5
35808	6	5	4	4	5	4	6
35809	6	5	4	4	5	5	1
35810	6	5	4	4	5	5	2
35811	6	5	4	4	5	5	3
35812	6	5	4	4	5	5	4
35813	6	5	4	4	5	5	5
35814	6	5	4	4	5	5	6
35815	6	5	4	4	5	6	1
35816	6	5	4	4	5	6	2
35817	6	5	4	4	5	6	3
35818	6	5	4	4	5	6	4
35819	6	5	4	4	5	6	5
35820	6	5	4	4	5	6	6
35821	6	5	4	4	6	1	1
35822	6	5	4	4	6	1	2
35823	6	5	4	4	6	1	3
35824	6	5	4	4	6	1	4
35825	6	5	4	4	6	1	5
35826	6	5	4	4	6	1	6
35827	6	5	4	4	6	2	1
35828	6	5	4	4	6	2	2
35829	6	5	4	4	6	2	3
35830	6	5	4	4	6	2	4
35831	6	5	4	4	6	2	5
35832	6	5	4	4	6	2	6
35833	6	5	4	4	6	3	1
35834	6	5	4	4	6	3	2
35835	6	5	4	4	6	3	3
35836	6	5	4	4	6	3	4
35837	6	5	4	4	6	3	5
35838	6	5	4	4	6	3	6
35839	6	5	4	4	6	4	1
35840	6	5	4	4	6	4	2
35841	6	5	4	4	6	4	3
35842	6	5	4	4	6	4	4
35843	6	5	4	4	6	4	5
35844	6	5	4	4	6	4	6
35845	6	5	4	4	6	5	1
35846	6	5	4	4	6	5	2
35847	6	5	4	4	6	5	3
35848	6	5	4	4	6	5	4
35849	6	5	4	4	6	5	5
35850	6	5	4	4	6	5	6
35851	6	5	4	4	6	6	1
35852	6	5	4	4	6	6	2
35853	6	5	4	4	6	6	3
35854	6	5	4	4	6	6	4
35855	6	5	4	4	6	6	5
35856	6	5	4	4	6	6	6
35857	6	5	4	5	1	1	1
35858	6	5	4	5	1	1	2
35859	6	5	4	5	1	1	3
35860	6	5	4	5	1	1	4
35861	6	5	4	5	1	1	5
35862	6	5	4	5	1	1	6
35863	6	5	4	5	1	2	1
35864	6	5	4	5	1	2	2
35865	6	5	4	5	1	2	3
35866	6	5	4	5	1	2	4
35867	6	5	4	5	1	2	5
35868	6	5	4	5	1	2	6
35869	6	5	4	5	1	3	1
35870	6	5	4	5	1	3	2
35871	6	5	4	5	1	3	3
35872	6	5	4	5	1	3	4
35873	6	5	4	5	1	3	5
35874	6	5	4	5	1	3	6
35875	6	5	4	5	1	4	1
35876	6	5	4	5	1	4	2
35877	6	5	4	5	1	4	3
35878	6	5	4	5	1	4	4
35879	6	5	4	5	1	4	5
35880	6	5	4	5	1	4	6
35881	6	5	4	5	1	5	1
35882	6	5	4	5	1	5	2
35883	6	5	4	5	1	5	3
35884	6	5	4	5	1	5	4
35885	6	5	4	5	1	5	5
35886	6	5	4	5	1	5	6
35887	6	5	4	5	1	6	1
35888	6	5	4	5	1	6	2
35889	6	5	4	5	1	6	3
35890	6	5	4	5	1	6	4
35891	6	5	4	5	1	6	5
35892	6	5	4	5	1	6	6
35893	6	5	4	5	2	1	1
35894	6	5	4	5	2	1	2
35895	6	5	4	5	2	1	3
35896	6	5	4	5	2	1	4
35897	6	5	4	5	2	1	5
35898	6	5	4	5	2	1	6
35899	6	5	4	5	2	2	1
35900	6	5	4	5	2	2	2
35901	6	5	4	5	2	2	3
35902	6	5	4	5	2	2	4
35903	6	5	4	5	2	2	5
35904	6	5	4	5	2	2	6
35905	6	5	4	5	2	3	1
35906	6	5	4	5	2	3	2
35907	6	5	4	5	2	3	3
35908	6	5	4	5	2	3	4
35909	6	5	4	5	2	3	5
35910	6	5	4	5	2	3	6
35911	6	5	4	5	2	4	1
35912	6	5	4	5	2	4	2
35913	6	5	4	5	2	4	3
35914	6	5	4	5	2	4	4
35915	6	5	4	5	2	4	5
35916	6	5	4	5	2	4	6
35917	6	5	4	5	2	5	1
35918	6	5	4	5	2	5	2
35919	6	5	4	5	2	5	3
35920	6	5	4	5	2	5	4
35921	6	5	4	5	2	5	5
35922	6	5	4	5	2	5	6
35923	6	5	4	5	2	6	1
35924	6	5	4	5	2	6	2
35925	6	5	4	5	2	6	3
35926	6	5	4	5	2	6	4
35927	6	5	4	5	2	6	5
35928	6	5	4	5	2	6	6
35929	6	5	4	5	3	1	1
35930	6	5	4	5	3	1	2
35931	6	5	4	5	3	1	3
35932	6	5	4	5	3	1	4
35933	6	5	4	5	3	1	5
35934	6	5	4	5	3	1	6
35935	6	5	4	5	3	2	1
35936	6	5	4	5	3	2	2
35937	6	5	4	5	3	2	3
35938	6	5	4	5	3	2	4
35939	6	5	4	5	3	2	5
35940	6	5	4	5	3	2	6
35941	6	5	4	5	3	3	1
35942	6	5	4	5	3	3	2
35943	6	5	4	5	3	3	3
35944	6	5	4	5	3	3	4
35945	6	5	4	5	3	3	5
35946	6	5	4	5	3	3	6
35947	6	5	4	5	3	4	1
35948	6	5	4	5	3	4	2
35949	6	5	4	5	3	4	3
35950	6	5	4	5	3	4	4
35951	6	5	4	5	3	4	5
35952	6	5	4	5	3	4	6
35953	6	5	4	5	3	5	1
35954	6	5	4	5	3	5	2
35955	6	5	4	5	3	5	3
35956	6	5	4	5	3	5	4
35957	6	5	4	5	3	5	5
35958	6	5	4	5	3	5	6
35959	6	5	4	5	3	6	1
35960	6	5	4	5	3	6	2
35961	6	5	4	5	3	6	3
35962	6	5	4	5	3	6	4
35963	6	5	4	5	3	6	5
35964	6	5	4	5	3	6	6
35965	6	5	4	5	4	1	1
35966	6	5	4	5	4	1	2
35967	6	5	4	5	4	1	3
35968	6	5	4	5	4	1	4
35969	6	5	4	5	4	1	5
35970	6	5	4	5	4	1	6
35971	6	5	4	5	4	2	1
35972	6	5	4	5	4	2	2
35973	6	5	4	5	4	2	3
35974	6	5	4	5	4	2	4
35975	6	5	4	5	4	2	5
35976	6	5	4	5	4	2	6
35977	6	5	4	5	4	3	1
35978	6	5	4	5	4	3	2
35979	6	5	4	5	4	3	3
35980	6	5	4	5	4	3	4
35981	6	5	4	5	4	3	5
35982	6	5	4	5	4	3	6
35983	6	5	4	5	4	4	1
35984	6	5	4	5	4	4	2
35985	6	5	4	5	4	4	3
35986	6	5	4	5	4	4	4
35987	6	5	4	5	4	4	5
35988	6	5	4	5	4	4	6
35989	6	5	4	5	4	5	1
35990	6	5	4	5	4	5	2
35991	6	5	4	5	4	5	3
35992	6	5	4	5	4	5	4
35993	6	5	4	5	4	5	5
35994	6	5	4	5	4	5	6
35995	6	5	4	5	4	6	1
35996	6	5	4	5	4	6	2
35997	6	5	4	5	4	6	3
35998	6	5	4	5	4	6	4
35999	6	5	4	5	4	6	5
36000	6	5	4	5	4	6	6
36001	6	5	4	5	5	1	1
36002	6	5	4	5	5	1	2
36003	6	5	4	5	5	1	3
36004	6	5	4	5	5	1	4
36005	6	5	4	5	5	1	5
36006	6	5	4	5	5	1	6
36007	6	5	4	5	5	2	1
36008	6	5	4	5	5	2	2
36009	6	5	4	5	5	2	3
36010	6	5	4	5	5	2	4
36011	6	5	4	5	5	2	5
36012	6	5	4	5	5	2	6
36013	6	5	4	5	5	3	1
36014	6	5	4	5	5	3	2
36015	6	5	4	5	5	3	3
36016	6	5	4	5	5	3	4
36017	6	5	4	5	5	3	5
36018	6	5	4	5	5	3	6
36019	6	5	4	5	5	4	1
36020	6	5	4	5	5	4	2
36021	6	5	4	5	5	4	3
36022	6	5	4	5	5	4	4
36023	6	5	4	5	5	4	5
36024	6	5	4	5	5	4	6
36025	6	5	4	5	5	5	1
36026	6	5	4	5	5	5	2
36027	6	5	4	5	5	5	3
36028	6	5	4	5	5	5	4
36029	6	5	4	5	5	5	5
36030	6	5	4	5	5	5	6
36031	6	5	4	5	5	6	1
36032	6	5	4	5	5	6	2
36033	6	5	4	5	5	6	3
36034	6	5	4	5	5	6	4
36035	6	5	4	5	5	6	5
36036	6	5	4	5	5	6	6
36037	6	5	4	5	6	1	1
36038	6	5	4	5	6	1	2
36039	6	5	4	5	6	1	3
36040	6	5	4	5	6	1	4
36041	6	5	4	5	6	1	5
36042	6	5	4	5	6	1	6
36043	6	5	4	5	6	2	1
36044	6	5	4	5	6	2	2
36045	6	5	4	5	6	2	3
36046	6	5	4	5	6	2	4
36047	6	5	4	5	6	2	5
36048	6	5	4	5	6	2	6
36049	6	5	4	5	6	3	1
36050	6	5	4	5	6	3	2
36051	6	5	4	5	6	3	3
36052	6	5	4	5	6	3	4
36053	6	5	4	5	6	3	5
36054	6	5	4	5	6	3	6
36055	6	5	4	5	6	4	1
36056	6	5	4	5	6	4	2
36057	6	5	4	5	6	4	3
36058	6	5	4	5	6	4	4
36059	6	5	4	5	6	4	5
36060	6	5	4	5	6	4	6
36061	6	5	4	5	6	5	1
36062	6	5	4	5	6	5	2
36063	6	5	4	5	6	5	3
36064	6	5	4	5	6	5	4
36065	6	5	4	5	6	5	5
36066	6	5	4	5	6	5	6
36067	6	5	4	5	6	6	1
36068	6	5	4	5	6	6	2
36069	6	5	4	5	6	6	3
36070	6	5	4	5	6	6	4
36071	6	5	4	5	6	6	5
36072	6	5	4	5	6	6	6
36073	6	5	4	6	1	1	1
36074	6	5	4	6	1	1	2
36075	6	5	4	6	1	1	3
36076	6	5	4	6	1	1	4
36077	6	5	4	6	1	1	5
36078	6	5	4	6	1	1	6
36079	6	5	4	6	1	2	1
36080	6	5	4	6	1	2	2
36081	6	5	4	6	1	2	3
36082	6	5	4	6	1	2	4
36083	6	5	4	6	1	2	5
36084	6	5	4	6	1	2	6
36085	6	5	4	6	1	3	1
36086	6	5	4	6	1	3	2
36087	6	5	4	6	1	3	3
36088	6	5	4	6	1	3	4
36089	6	5	4	6	1	3	5
36090	6	5	4	6	1	3	6
36091	6	5	4	6	1	4	1
36092	6	5	4	6	1	4	2
36093	6	5	4	6	1	4	3
36094	6	5	4	6	1	4	4
36095	6	5	4	6	1	4	5
36096	6	5	4	6	1	4	6
36097	6	5	4	6	1	5	1
36098	6	5	4	6	1	5	2
36099	6	5	4	6	1	5	3
36100	6	5	4	6	1	5	4
36101	6	5	4	6	1	5	5
36102	6	5	4	6	1	5	6
36103	6	5	4	6	1	6	1
36104	6	5	4	6	1	6	2
36105	6	5	4	6	1	6	3
36106	6	5	4	6	1	6	4
36107	6	5	4	6	1	6	5
36108	6	5	4	6	1	6	6
36109	6	5	4	6	2	1	1
36110	6	5	4	6	2	1	2
36111	6	5	4	6	2	1	3
36112	6	5	4	6	2	1	4
36113	6	5	4	6	2	1	5
36114	6	5	4	6	2	1	6
36115	6	5	4	6	2	2	1
36116	6	5	4	6	2	2	2
36117	6	5	4	6	2	2	3
36118	6	5	4	6	2	2	4
36119	6	5	4	6	2	2	5
36120	6	5	4	6	2	2	6
36121	6	5	4	6	2	3	1
36122	6	5	4	6	2	3	2
36123	6	5	4	6	2	3	3
36124	6	5	4	6	2	3	4
36125	6	5	4	6	2	3	5
36126	6	5	4	6	2	3	6
36127	6	5	4	6	2	4	1
36128	6	5	4	6	2	4	2
36129	6	5	4	6	2	4	3
36130	6	5	4	6	2	4	4
36131	6	5	4	6	2	4	5
36132	6	5	4	6	2	4	6
36133	6	5	4	6	2	5	1
36134	6	5	4	6	2	5	2
36135	6	5	4	6	2	5	3
36136	6	5	4	6	2	5	4
36137	6	5	4	6	2	5	5
36138	6	5	4	6	2	5	6
36139	6	5	4	6	2	6	1
36140	6	5	4	6	2	6	2
36141	6	5	4	6	2	6	3
36142	6	5	4	6	2	6	4
36143	6	5	4	6	2	6	5
36144	6	5	4	6	2	6	6
36145	6	5	4	6	3	1	1
36146	6	5	4	6	3	1	2
36147	6	5	4	6	3	1	3
36148	6	5	4	6	3	1	4
36149	6	5	4	6	3	1	5
36150	6	5	4	6	3	1	6
36151	6	5	4	6	3	2	1
36152	6	5	4	6	3	2	2
36153	6	5	4	6	3	2	3
36154	6	5	4	6	3	2	4
36155	6	5	4	6	3	2	5
36156	6	5	4	6	3	2	6
36157	6	5	4	6	3	3	1
36158	6	5	4	6	3	3	2
36159	6	5	4	6	3	3	3
36160	6	5	4	6	3	3	4
36161	6	5	4	6	3	3	5
36162	6	5	4	6	3	3	6
36163	6	5	4	6	3	4	1
36164	6	5	4	6	3	4	2
36165	6	5	4	6	3	4	3
36166	6	5	4	6	3	4	4
36167	6	5	4	6	3	4	5
36168	6	5	4	6	3	4	6
36169	6	5	4	6	3	5	1
36170	6	5	4	6	3	5	2
36171	6	5	4	6	3	5	3
36172	6	5	4	6	3	5	4
36173	6	5	4	6	3	5	5
36174	6	5	4	6	3	5	6
36175	6	5	4	6	3	6	1
36176	6	5	4	6	3	6	2
36177	6	5	4	6	3	6	3
36178	6	5	4	6	3	6	4
36179	6	5	4	6	3	6	5
36180	6	5	4	6	3	6	6
36181	6	5	4	6	4	1	1
36182	6	5	4	6	4	1	2
36183	6	5	4	6	4	1	3
36184	6	5	4	6	4	1	4
36185	6	5	4	6	4	1	5
36186	6	5	4	6	4	1	6
36187	6	5	4	6	4	2	1
36188	6	5	4	6	4	2	2
36189	6	5	4	6	4	2	3
36190	6	5	4	6	4	2	4
36191	6	5	4	6	4	2	5
36192	6	5	4	6	4	2	6
36193	6	5	4	6	4	3	1
36194	6	5	4	6	4	3	2
36195	6	5	4	6	4	3	3
36196	6	5	4	6	4	3	4
36197	6	5	4	6	4	3	5
36198	6	5	4	6	4	3	6
36199	6	5	4	6	4	4	1
36200	6	5	4	6	4	4	2
36201	6	5	4	6	4	4	3
36202	6	5	4	6	4	4	4
36203	6	5	4	6	4	4	5
36204	6	5	4	6	4	4	6
36205	6	5	4	6	4	5	1
36206	6	5	4	6	4	5	2
36207	6	5	4	6	4	5	3
36208	6	5	4	6	4	5	4
36209	6	5	4	6	4	5	5
36210	6	5	4	6	4	5	6
36211	6	5	4	6	4	6	1
36212	6	5	4	6	4	6	2
36213	6	5	4	6	4	6	3
36214	6	5	4	6	4	6	4
36215	6	5	4	6	4	6	5
36216	6	5	4	6	4	6	6
36217	6	5	4	6	5	1	1
36218	6	5	4	6	5	1	2
36219	6	5	4	6	5	1	3
36220	6	5	4	6	5	1	4
36221	6	5	4	6	5	1	5
36222	6	5	4	6	5	1	6
36223	6	5	4	6	5	2	1
36224	6	5	4	6	5	2	2
36225	6	5	4	6	5	2	3
36226	6	5	4	6	5	2	4
36227	6	5	4	6	5	2	5
36228	6	5	4	6	5	2	6
36229	6	5	4	6	5	3	1
36230	6	5	4	6	5	3	2
36231	6	5	4	6	5	3	3
36232	6	5	4	6	5	3	4
36233	6	5	4	6	5	3	5
36234	6	5	4	6	5	3	6
36235	6	5	4	6	5	4	1
36236	6	5	4	6	5	4	2
36237	6	5	4	6	5	4	3
36238	6	5	4	6	5	4	4
36239	6	5	4	6	5	4	5
36240	6	5	4	6	5	4	6
36241	6	5	4	6	5	5	1
36242	6	5	4	6	5	5	2
36243	6	5	4	6	5	5	3
36244	6	5	4	6	5	5	4
36245	6	5	4	6	5	5	5
36246	6	5	4	6	5	5	6
36247	6	5	4	6	5	6	1
36248	6	5	4	6	5	6	2
36249	6	5	4	6	5	6	3
36250	6	5	4	6	5	6	4
36251	6	5	4	6	5	6	5
36252	6	5	4	6	5	6	6
36253	6	5	4	6	6	1	1
36254	6	5	4	6	6	1	2
36255	6	5	4	6	6	1	3
36256	6	5	4	6	6	1	4
36257	6	5	4	6	6	1	5
36258	6	5	4	6	6	1	6
36259	6	5	4	6	6	2	1
36260	6	5	4	6	6	2	2
36261	6	5	4	6	6	2	3
36262	6	5	4	6	6	2	4
36263	6	5	4	6	6	2	5
36264	6	5	4	6	6	2	6
36265	6	5	4	6	6	3	1
36266	6	5	4	6	6	3	2
36267	6	5	4	6	6	3	3
36268	6	5	4	6	6	3	4
36269	6	5	4	6	6	3	5
36270	6	5	4	6	6	3	6
36271	6	5	4	6	6	4	1
36272	6	5	4	6	6	4	2
36273	6	5	4	6	6	4	3
36274	6	5	4	6	6	4	4
36275	6	5	4	6	6	4	5
36276	6	5	4	6	6	4	6
36277	6	5	4	6	6	5	1
36278	6	5	4	6	6	5	2
36279	6	5	4	6	6	5	3
36280	6	5	4	6	6	5	4
36281	6	5	4	6	6	5	5
36282	6	5	4	6	6	5	6
36283	6	5	4	6	6	6	1
36284	6	5	4	6	6	6	2
36285	6	5	4	6	6	6	3
36286	6	5	4	6	6	6	4
36287	6	5	4	6	6	6	5
36288	6	5	4	6	6	6	6
36289	6	5	5	1	1	1	1
36290	6	5	5	1	1	1	2
36291	6	5	5	1	1	1	3
36292	6	5	5	1	1	1	4
36293	6	5	5	1	1	1	5
36294	6	5	5	1	1	1	6
36295	6	5	5	1	1	2	1
36296	6	5	5	1	1	2	2
36297	6	5	5	1	1	2	3
36298	6	5	5	1	1	2	4
36299	6	5	5	1	1	2	5
36300	6	5	5	1	1	2	6
36301	6	5	5	1	1	3	1
36302	6	5	5	1	1	3	2
36303	6	5	5	1	1	3	3
36304	6	5	5	1	1	3	4
36305	6	5	5	1	1	3	5
36306	6	5	5	1	1	3	6
36307	6	5	5	1	1	4	1
36308	6	5	5	1	1	4	2
36309	6	5	5	1	1	4	3
36310	6	5	5	1	1	4	4
36311	6	5	5	1	1	4	5
36312	6	5	5	1	1	4	6
36313	6	5	5	1	1	5	1
36314	6	5	5	1	1	5	2
36315	6	5	5	1	1	5	3
36316	6	5	5	1	1	5	4
36317	6	5	5	1	1	5	5
36318	6	5	5	1	1	5	6
36319	6	5	5	1	1	6	1
36320	6	5	5	1	1	6	2
36321	6	5	5	1	1	6	3
36322	6	5	5	1	1	6	4
36323	6	5	5	1	1	6	5
36324	6	5	5	1	1	6	6
36325	6	5	5	1	2	1	1
36326	6	5	5	1	2	1	2
36327	6	5	5	1	2	1	3
36328	6	5	5	1	2	1	4
36329	6	5	5	1	2	1	5
36330	6	5	5	1	2	1	6
36331	6	5	5	1	2	2	1
36332	6	5	5	1	2	2	2
36333	6	5	5	1	2	2	3
36334	6	5	5	1	2	2	4
36335	6	5	5	1	2	2	5
36336	6	5	5	1	2	2	6
36337	6	5	5	1	2	3	1
36338	6	5	5	1	2	3	2
36339	6	5	5	1	2	3	3
36340	6	5	5	1	2	3	4
36341	6	5	5	1	2	3	5
36342	6	5	5	1	2	3	6
36343	6	5	5	1	2	4	1
36344	6	5	5	1	2	4	2
36345	6	5	5	1	2	4	3
36346	6	5	5	1	2	4	4
36347	6	5	5	1	2	4	5
36348	6	5	5	1	2	4	6
36349	6	5	5	1	2	5	1
36350	6	5	5	1	2	5	2
36351	6	5	5	1	2	5	3
36352	6	5	5	1	2	5	4
36353	6	5	5	1	2	5	5
36354	6	5	5	1	2	5	6
36355	6	5	5	1	2	6	1
36356	6	5	5	1	2	6	2
36357	6	5	5	1	2	6	3
36358	6	5	5	1	2	6	4
36359	6	5	5	1	2	6	5
36360	6	5	5	1	2	6	6
36361	6	5	5	1	3	1	1
36362	6	5	5	1	3	1	2
36363	6	5	5	1	3	1	3
36364	6	5	5	1	3	1	4
36365	6	5	5	1	3	1	5
36366	6	5	5	1	3	1	6
36367	6	5	5	1	3	2	1
36368	6	5	5	1	3	2	2
36369	6	5	5	1	3	2	3
36370	6	5	5	1	3	2	4
36371	6	5	5	1	3	2	5
36372	6	5	5	1	3	2	6
36373	6	5	5	1	3	3	1
36374	6	5	5	1	3	3	2
36375	6	5	5	1	3	3	3
36376	6	5	5	1	3	3	4
36377	6	5	5	1	3	3	5
36378	6	5	5	1	3	3	6
36379	6	5	5	1	3	4	1
36380	6	5	5	1	3	4	2
36381	6	5	5	1	3	4	3
36382	6	5	5	1	3	4	4
36383	6	5	5	1	3	4	5
36384	6	5	5	1	3	4	6
36385	6	5	5	1	3	5	1
36386	6	5	5	1	3	5	2
36387	6	5	5	1	3	5	3
36388	6	5	5	1	3	5	4
36389	6	5	5	1	3	5	5
36390	6	5	5	1	3	5	6
36391	6	5	5	1	3	6	1
36392	6	5	5	1	3	6	2
36393	6	5	5	1	3	6	3
36394	6	5	5	1	3	6	4
36395	6	5	5	1	3	6	5
36396	6	5	5	1	3	6	6
36397	6	5	5	1	4	1	1
36398	6	5	5	1	4	1	2
36399	6	5	5	1	4	1	3
36400	6	5	5	1	4	1	4
36401	6	5	5	1	4	1	5
36402	6	5	5	1	4	1	6
36403	6	5	5	1	4	2	1
36404	6	5	5	1	4	2	2
36405	6	5	5	1	4	2	3
36406	6	5	5	1	4	2	4
36407	6	5	5	1	4	2	5
36408	6	5	5	1	4	2	6
36409	6	5	5	1	4	3	1
36410	6	5	5	1	4	3	2
36411	6	5	5	1	4	3	3
36412	6	5	5	1	4	3	4
36413	6	5	5	1	4	3	5
36414	6	5	5	1	4	3	6
36415	6	5	5	1	4	4	1
36416	6	5	5	1	4	4	2
36417	6	5	5	1	4	4	3
36418	6	5	5	1	4	4	4
36419	6	5	5	1	4	4	5
36420	6	5	5	1	4	4	6
36421	6	5	5	1	4	5	1
36422	6	5	5	1	4	5	2
36423	6	5	5	1	4	5	3
36424	6	5	5	1	4	5	4
36425	6	5	5	1	4	5	5
36426	6	5	5	1	4	5	6
36427	6	5	5	1	4	6	1
36428	6	5	5	1	4	6	2
36429	6	5	5	1	4	6	3
36430	6	5	5	1	4	6	4
36431	6	5	5	1	4	6	5
36432	6	5	5	1	4	6	6
36433	6	5	5	1	5	1	1
36434	6	5	5	1	5	1	2
36435	6	5	5	1	5	1	3
36436	6	5	5	1	5	1	4
36437	6	5	5	1	5	1	5
36438	6	5	5	1	5	1	6
36439	6	5	5	1	5	2	1
36440	6	5	5	1	5	2	2
36441	6	5	5	1	5	2	3
36442	6	5	5	1	5	2	4
36443	6	5	5	1	5	2	5
36444	6	5	5	1	5	2	6
36445	6	5	5	1	5	3	1
36446	6	5	5	1	5	3	2
36447	6	5	5	1	5	3	3
36448	6	5	5	1	5	3	4
36449	6	5	5	1	5	3	5
36450	6	5	5	1	5	3	6
36451	6	5	5	1	5	4	1
36452	6	5	5	1	5	4	2
36453	6	5	5	1	5	4	3
36454	6	5	5	1	5	4	4
36455	6	5	5	1	5	4	5
36456	6	5	5	1	5	4	6
36457	6	5	5	1	5	5	1
36458	6	5	5	1	5	5	2
36459	6	5	5	1	5	5	3
36460	6	5	5	1	5	5	4
36461	6	5	5	1	5	5	5
36462	6	5	5	1	5	5	6
36463	6	5	5	1	5	6	1
36464	6	5	5	1	5	6	2
36465	6	5	5	1	5	6	3
36466	6	5	5	1	5	6	4
36467	6	5	5	1	5	6	5
36468	6	5	5	1	5	6	6
36469	6	5	5	1	6	1	1
36470	6	5	5	1	6	1	2
36471	6	5	5	1	6	1	3
36472	6	5	5	1	6	1	4
36473	6	5	5	1	6	1	5
36474	6	5	5	1	6	1	6
36475	6	5	5	1	6	2	1
36476	6	5	5	1	6	2	2
36477	6	5	5	1	6	2	3
36478	6	5	5	1	6	2	4
36479	6	5	5	1	6	2	5
36480	6	5	5	1	6	2	6
36481	6	5	5	1	6	3	1
36482	6	5	5	1	6	3	2
36483	6	5	5	1	6	3	3
36484	6	5	5	1	6	3	4
36485	6	5	5	1	6	3	5
36486	6	5	5	1	6	3	6
36487	6	5	5	1	6	4	1
36488	6	5	5	1	6	4	2
36489	6	5	5	1	6	4	3
36490	6	5	5	1	6	4	4
36491	6	5	5	1	6	4	5
36492	6	5	5	1	6	4	6
36493	6	5	5	1	6	5	1
36494	6	5	5	1	6	5	2
36495	6	5	5	1	6	5	3
36496	6	5	5	1	6	5	4
36497	6	5	5	1	6	5	5
36498	6	5	5	1	6	5	6
36499	6	5	5	1	6	6	1
36500	6	5	5	1	6	6	2
36501	6	5	5	1	6	6	3
36502	6	5	5	1	6	6	4
36503	6	5	5	1	6	6	5
36504	6	5	5	1	6	6	6
36505	6	5	5	2	1	1	1
36506	6	5	5	2	1	1	2
36507	6	5	5	2	1	1	3
36508	6	5	5	2	1	1	4
36509	6	5	5	2	1	1	5
36510	6	5	5	2	1	1	6
36511	6	5	5	2	1	2	1
36512	6	5	5	2	1	2	2
36513	6	5	5	2	1	2	3
36514	6	5	5	2	1	2	4
36515	6	5	5	2	1	2	5
36516	6	5	5	2	1	2	6
36517	6	5	5	2	1	3	1
36518	6	5	5	2	1	3	2
36519	6	5	5	2	1	3	3
36520	6	5	5	2	1	3	4
36521	6	5	5	2	1	3	5
36522	6	5	5	2	1	3	6
36523	6	5	5	2	1	4	1
36524	6	5	5	2	1	4	2
36525	6	5	5	2	1	4	3
36526	6	5	5	2	1	4	4
36527	6	5	5	2	1	4	5
36528	6	5	5	2	1	4	6
36529	6	5	5	2	1	5	1
36530	6	5	5	2	1	5	2
36531	6	5	5	2	1	5	3
36532	6	5	5	2	1	5	4
36533	6	5	5	2	1	5	5
36534	6	5	5	2	1	5	6
36535	6	5	5	2	1	6	1
36536	6	5	5	2	1	6	2
36537	6	5	5	2	1	6	3
36538	6	5	5	2	1	6	4
36539	6	5	5	2	1	6	5
36540	6	5	5	2	1	6	6
36541	6	5	5	2	2	1	1
36542	6	5	5	2	2	1	2
36543	6	5	5	2	2	1	3
36544	6	5	5	2	2	1	4
36545	6	5	5	2	2	1	5
36546	6	5	5	2	2	1	6
36547	6	5	5	2	2	2	1
36548	6	5	5	2	2	2	2
36549	6	5	5	2	2	2	3
36550	6	5	5	2	2	2	4
36551	6	5	5	2	2	2	5
36552	6	5	5	2	2	2	6
36553	6	5	5	2	2	3	1
36554	6	5	5	2	2	3	2
36555	6	5	5	2	2	3	3
36556	6	5	5	2	2	3	4
36557	6	5	5	2	2	3	5
36558	6	5	5	2	2	3	6
36559	6	5	5	2	2	4	1
36560	6	5	5	2	2	4	2
36561	6	5	5	2	2	4	3
36562	6	5	5	2	2	4	4
36563	6	5	5	2	2	4	5
36564	6	5	5	2	2	4	6
36565	6	5	5	2	2	5	1
36566	6	5	5	2	2	5	2
36567	6	5	5	2	2	5	3
36568	6	5	5	2	2	5	4
36569	6	5	5	2	2	5	5
36570	6	5	5	2	2	5	6
36571	6	5	5	2	2	6	1
36572	6	5	5	2	2	6	2
36573	6	5	5	2	2	6	3
36574	6	5	5	2	2	6	4
36575	6	5	5	2	2	6	5
36576	6	5	5	2	2	6	6
36577	6	5	5	2	3	1	1
36578	6	5	5	2	3	1	2
36579	6	5	5	2	3	1	3
36580	6	5	5	2	3	1	4
36581	6	5	5	2	3	1	5
36582	6	5	5	2	3	1	6
36583	6	5	5	2	3	2	1
36584	6	5	5	2	3	2	2
36585	6	5	5	2	3	2	3
36586	6	5	5	2	3	2	4
36587	6	5	5	2	3	2	5
36588	6	5	5	2	3	2	6
36589	6	5	5	2	3	3	1
36590	6	5	5	2	3	3	2
36591	6	5	5	2	3	3	3
36592	6	5	5	2	3	3	4
36593	6	5	5	2	3	3	5
36594	6	5	5	2	3	3	6
36595	6	5	5	2	3	4	1
36596	6	5	5	2	3	4	2
36597	6	5	5	2	3	4	3
36598	6	5	5	2	3	4	4
36599	6	5	5	2	3	4	5
36600	6	5	5	2	3	4	6
36601	6	5	5	2	3	5	1
36602	6	5	5	2	3	5	2
36603	6	5	5	2	3	5	3
36604	6	5	5	2	3	5	4
36605	6	5	5	2	3	5	5
36606	6	5	5	2	3	5	6
36607	6	5	5	2	3	6	1
36608	6	5	5	2	3	6	2
36609	6	5	5	2	3	6	3
36610	6	5	5	2	3	6	4
36611	6	5	5	2	3	6	5
